episode,scores,steps
0,-10,142
1,-10,167
2,100,176
3,-10,476
4,100,505
5,100,537
6,-10,837
7,-10,1137
8,-10,1437
9,-10,1737
10,-10,2037
11,-10,2337
12,-10,2637
13,100,2652
14,100,2661
15,-10,2961
16,100,2999
17,100,3031
18,-10,3331
19,-10,3631
20,100,3640
21,-10,3940
22,-10,4240
23,-10,4540
24,-10,4840
25,-10,5140
26,-10,5440
27,100,5471
28,-10,5771
29,-10,6071
30,-10,6371
31,100,6377
32,-10,6677
33,-10,6977
34,-10,7277
35,-10,7577
36,-10,7877
37,100,7895
38,100,7933
39,-10,8233
40,-10,8533
41,-10,8833
42,-10,9133
43,-10,9433
44,-10,9733
45,-10,10033
46,-10,10333
47,-10,10633
48,100,10648
49,-10,10948
50,-10,11248
51,-10,11548
52,-10,11848
53,-10,12148
54,-10,12448
55,-10,12748
56,-10,13048
57,-10,13348
58,-10,13648
59,-10,13948
60,-10,14248
61,-10,14548
62,100,14563
63,-10,14863
64,100,14894
65,-10,15194
66,-10,15494
67,100,15526
68,-10,15826
69,-10,16126
70,-10,16426
71,-10,16726
72,-10,17026
73,-10,17326
74,-10,17626
75,-10,17926
76,-10,18226
77,100,18264
78,-10,18564
79,-10,18864
80,-10,19164
81,-10,19464
82,-10,19764
83,-10,20064
84,-10,20364
85,-10,20664
86,-10,20964
87,-10,21264
88,100,21293
89,-10,21593
90,-10,21893
91,-10,22193
92,-10,22493
93,-10,22793
94,-10,23093
95,-10,23393
96,100,23423
97,-10,23723
98,-10,24023
99,-10,24323
100,100,24353
101,100,24368
102,-10,24668
103,-10,24968
104,-10,25268
105,-10,25568
106,100,25606
107,-10,25906
108,-10,26206
109,100,26244
110,-10,26544
111,-10,26844
112,-10,27144
113,-10,27444
114,-10,27744
115,100,27762
116,-10,28062
117,-10,28362
118,100,28391
119,-10,28691
120,-10,28991
121,-10,29291
122,-10,29591
123,-10,29891
124,-10,30191
125,-10,30491
126,-10,30791
127,100,30822
128,-10,31122
129,-10,31422
130,-10,31722
131,-10,32022
132,-10,32322
133,-10,32622
134,100,32640
135,-10,32940
136,-10,33240
137,-10,33540
138,-10,33840
139,-10,34140
140,-10,34440
141,-10,34740
142,-10,35040
143,-10,35340
144,-10,35640
145,-10,35940
146,-10,36240
147,-10,36540
148,100,36546
149,-10,36846
150,-10,37146
151,-10,37446
152,-10,37746
153,-10,38046
154,-10,38346
155,-10,38646
156,-10,38946
157,-10,39246
158,-10,39546
159,-10,39846
160,-10,40146
161,100,40152
162,-10,40452
163,-10,40752
164,-10,41052
165,-10,41352
166,-10,41652
167,-10,41952
168,-10,42252
169,-10,42552
170,-10,42852
171,-10,43152
172,-10,43452
173,100,43470
174,-10,43770
175,-10,44070
176,-10,44370
177,-10,44670
178,100,44676
179,-10,44976
180,-10,45276
181,-10,45576
182,100,45585
183,-10,45885
184,-10,46185
185,-10,46485
186,100,46513
187,-10,46813
188,100,46842
189,-10,47142
190,-10,47442
191,-10,47742
192,-10,48042
193,-10,48342
194,-10,48642
195,-10,48942
196,-10,49242
197,-10,49542
198,-10,49842
199,-10,50142
200,-10,50442
201,-10,50742
202,-10,51042
203,-10,51342
204,-10,51642
205,100,51679
206,-10,51979
207,-10,52279
208,-10,52579
209,-10,52879
210,-10,53179
211,-10,53479
212,-10,53779
213,-10,54079
214,-10,54379
215,-10,54679
216,-10,54979
217,-10,55279
218,100,55308
219,100,55339
220,-10,55639
221,-10,55939
222,100,55947
223,-10,56247
224,-10,56547
225,100,56578
226,-10,56878
227,100,56908
228,100,56914
229,-10,57214
230,-10,57514
231,-10,57814
232,100,57845
233,-10,58145
234,100,58161
235,-10,58461
236,-10,58761
237,-10,59061
238,100,59089
239,-10,59389
240,-10,59689
241,-10,59989
242,100,60026
243,-10,60326
244,-10,60626
245,-10,60926
246,-10,61226
247,-10,61526
248,100,61555
249,-10,61855
250,-10,62155
251,-10,62455
252,-10,62755
253,-10,63055
254,-10,63355
255,-10,63655
256,-10,63955
257,-10,64255
258,-10,64555
259,-10,64855
260,-10,65155
261,-10,65455
262,-10,65755
263,-10,66055
264,-10,66355
265,-10,66655
266,-10,66955
267,-10,67255
268,-10,67555
269,100,67583
270,-10,67883
271,-10,68183
272,-10,68483
273,-10,68783
274,-10,69083
275,-10,69383
276,-10,69683
277,-10,69983
278,-10,70283
279,100,70311
280,-10,70611
281,-10,70911
282,-10,71211
283,-10,71511
284,-10,71811
285,-10,72111
286,-10,72411
287,100,72417
288,-10,72717
289,100,72746
290,-10,73046
291,-10,73346
292,-10,73646
293,-10,73946
294,100,73983
295,-10,74283
296,-10,74583
297,-10,74883
298,-10,75183
299,100,75189
300,-10,75489
301,-10,75789
302,-10,76089
303,-10,76389
304,-10,76689
305,-10,76989
306,-10,77289
307,-10,77589
308,-10,77889
309,100,77907
310,-10,78207
311,-10,78507
312,100,78544
313,-10,78844
314,-10,79144
315,-10,79444
316,-10,79744
317,-10,80044
318,-10,80344
319,-10,80644
320,-10,80944
321,-10,81244
322,-10,81544
323,-10,81844
324,-10,82144
325,-10,82444
326,-10,82744
327,-10,83044
328,-10,83344
329,-10,83644
330,-10,83944
331,-10,84244
332,-10,84544
333,100,84572
334,-10,84872
335,-10,85172
336,-10,85472
337,100,85500
338,-10,85800
339,-10,86100
340,100,86115
341,-10,86415
342,-10,86715
343,-10,87015
344,-10,87315
345,-10,87615
346,-10,87915
347,-10,88215
348,-10,88515
349,-10,88815
350,100,88852
351,-10,89152
352,-10,89452
353,100,89481
354,-10,89781
355,-10,90081
356,-10,90381
357,-10,90681
358,-10,90981
359,-10,91281
360,-10,91581
361,-10,91881
362,-10,92181
363,100,92187
364,-10,92487
365,-10,92787
366,-10,93087
367,-10,93387
368,-10,93687
369,-10,93987
370,100,94025
371,-10,94325
372,-10,94625
373,-10,94925
374,-10,95225
375,-10,95525
376,100,95553
377,-10,95853
378,-10,96153
379,-10,96453
380,-10,96753
381,-10,97053
382,-10,97353
383,-10,97653
384,-10,97953
385,-10,98253
386,100,98259
387,-10,98559
388,-10,98859
389,-10,99159
390,-10,99459
391,-10,99759
392,-10,100059
393,-10,100359
394,-10,100659
395,-10,100959
396,-10,101259
397,100,101277
398,-10,101577
399,-10,101877
400,-10,102177
401,100,102215
402,-10,102515
403,100,102552
404,-10,102852
405,-10,103152
406,-10,103452
407,-10,103752
408,-10,104052
409,-10,104352
410,-10,104652
411,-10,104952
412,-10,105252
413,-10,105552
414,-10,105852
415,100,105867
416,100,105873
417,-10,106173
418,-10,106473
419,-10,106773
420,-10,107073
421,-10,107373
422,-10,107673
423,-10,107973
424,-10,108273
425,-10,108573
426,100,108579
427,-10,108879
428,-10,109179
429,-10,109479
430,100,109497
431,-10,109797
432,100,109812
433,-10,110112
434,-10,110412
435,-10,110712
436,100,110731
437,-10,111031
438,-10,111331
439,100,111347
440,-10,111647
441,-10,111947
442,100,111962
443,-10,112262
444,100,112300
445,-10,112600
446,100,112628
447,-10,112928
448,-10,113228
449,-10,113528
450,-10,113828
451,-10,114128
452,-10,114428
453,100,114446
454,100,114475
455,-10,114775
456,-10,115075
457,-10,115375
458,100,115383
459,-10,115683
460,-10,115983
461,-10,116283
462,-10,116583
463,100,116611
464,-10,116911
465,-10,117211
466,-10,117511
467,-10,117811
468,-10,118111
469,100,118126
470,-10,118426
471,100,118457
472,-10,118757
473,-10,119057
474,-10,119357
475,-10,119657
476,100,119687
477,100,119718
478,100,119726
479,-10,120026
480,-10,120326
481,-10,120626
482,-10,120926
483,-10,121226
484,-10,121526
485,-10,121826
486,-10,122126
487,-10,122426
488,-10,122726
489,-10,123026
490,-10,123326
491,-10,123626
492,-10,123926
493,100,123934
494,-10,124234
495,-10,124534
496,-10,124834
497,-10,125134
498,-10,125434
499,100,125449
500,-10,125749
501,-10,126049
502,-10,126349
503,-10,126649
504,-10,126949
505,-10,127249
506,-10,127549
507,-10,127849
508,-10,128149
509,-10,128449
510,-10,128749
511,-10,129049
512,-10,129349
513,100,129364
514,-10,129664
515,100,129670
516,-10,129970
517,-10,130270
518,-10,130570
519,-10,130870
520,-10,131170
521,-10,131470
522,-10,131770
523,-10,132070
524,-10,132370
525,-10,132670
526,-10,132970
527,-10,133270
528,-10,133570
529,-10,133870
530,-10,134170
531,-10,134470
532,-10,134770
533,-10,135070
534,-10,135370
535,-10,135670
536,-10,135970
537,-10,136270
538,-10,136570
539,-10,136870
540,-10,137170
541,-10,137470
542,-10,137770
543,-10,138070
544,-10,138370
545,-10,138670
546,-10,138970
547,-10,139270
548,-10,139570
549,-10,139870
550,-10,140170
551,-10,140470
552,100,140476
553,-10,140776
554,-10,141076
555,100,141113
556,-10,141413
557,-10,141713
558,-10,142013
559,-10,142313
560,-10,142613
561,-10,142913
562,-10,143213
563,-10,143513
564,-10,143813
565,100,143850
566,-10,144150
567,-10,144450
568,-10,144750
569,-10,145050
570,-10,145350
571,-10,145650
572,-10,145950
573,-10,146250
574,-10,146550
575,-10,146850
576,-10,147150
577,-10,147450
578,100,147478
579,-10,147778
580,-10,148078
581,100,148109
582,-10,148409
583,100,148427
584,100,148436
585,100,148451
586,100,148479
587,-10,148779
588,-10,149079
589,-10,149379
590,-10,149679
591,-10,149979
592,-10,150279
593,-10,150579
594,-10,150879
595,-10,151179
596,-10,151479
597,-10,151779
598,-10,152079
599,100,152108
600,100,152126
601,-10,152426
602,-10,152726
603,100,152732
604,-10,153032
605,-10,153332
606,100,153363
607,-10,153663
608,-10,153963
609,-10,154263
610,-10,154563
611,-10,154863
612,-10,155163
613,100,155191
614,-10,155491
615,-10,155791
616,-10,156091
617,-10,156391
618,-10,156691
619,-10,156991
620,-10,157291
621,-10,157591
622,-10,157891
623,-10,158191
624,-10,158491
625,-10,158791
626,-10,159091
627,-10,159391
628,-10,159691
629,-10,159991
630,-10,160291
631,-10,160591
632,-10,160891
633,100,160920
634,-10,161220
635,-10,161520
636,-10,161820
637,-10,162120
638,-10,162420
639,100,162448
640,-10,162748
641,-10,163048
642,-10,163348
643,-10,163648
644,100,163676
645,-10,163976
646,-10,164276
647,-10,164576
648,-10,164876
649,-10,165176
650,-10,165476
651,100,165494
652,100,165524
653,-10,165824
654,-10,166124
655,100,166142
656,100,166180
657,-10,166480
658,-10,166780
659,-10,167080
660,-10,167380
661,-10,167680
662,-10,167980
663,-10,168280
664,-10,168580
665,100,168617
666,-10,168917
667,-10,169217
668,-10,169517
669,-10,169817
670,100,169825
671,-10,170125
672,-10,170425
673,-10,170725
674,100,170732
675,-10,171032
676,-10,171332
677,-10,171632
678,-10,171932
679,-10,172232
680,-10,172532
681,-10,172832
682,100,172862
683,-10,173162
684,100,173193
685,-10,173493
