scores,steps,episode
-10.0,231,1
-10.0,447,2
100.0,449,3
100.0,451,4
-10.0,752,5
-10.0,916,6
-10.0,961,7
-10.0,1262,8
-10.0,1563,9
100.0,1596,10
-10.0,1762,11
-10.0,2063,12
100.0,2125,13
-10.0,2426,14
-10.0,2727,15
-10.0,3028,16
-10.0,3195,17
-10.0,3324,18
-10.0,3625,19
-10.0,3926,20
100.0,4131,21
-10.0,4232,22
-10.0,4533,23
-10.0,4663,24
-10.0,4749,25
-10.0,4892,26
-10.0,4929,27
-10.0,4970,28
100.0,4979,29
-10.0,5280,30
100.0,5359,31
100.0,5361,32
100.0,5427,33
100.0,5554,34
-10.0,5855,35
100.0,5864,36
-10.0,6165,37
100.0,6356,38
-10.0,6657,39
-10.0,6958,40
100.0,7014,41
100.0,7122,42
100.0,7193,43
100.0,7490,44
100.0,7513,45
100.0,7568,46
-10.0,7869,47
-10.0,8170,48
100.0,8173,49
-10.0,8474,50
-10.0,8775,51
-10.0,9076,52
-10.0,9377,53
-10.0,9678,54
100.0,9853,55
-10.0,10154,56
-10.0,10455,57
-10.0,10756,58
100.0,10764,59
100.0,10828,60
-10.0,11129,61
-10.0,11228,62
-10.0,11529,63
100.0,11606,64
-10.0,11907,65
100.0,11968,66
100.0,12065,67
100.0,12100,68
100.0,12214,69
-10.0,12340,70
100.0,12381,71
100.0,12425,72
100.0,12445,73
-10.0,12746,74
100.0,12771,75
100.0,12812,76
100.0,12909,77
100.0,12947,78
100.0,12973,79
100.0,12975,80
100.0,12977,81
100.0,13138,82
100.0,13157,83
-10.0,13200,84
100.0,13213,85
100.0,13263,86
100.0,13311,87
100.0,13338,88
100.0,13373,89
100.0,13382,90
100.0,13393,91
100.0,13564,92
100.0,13612,93
100.0,13639,94
100.0,13647,95
100.0,13666,96
100.0,13699,97
100.0,13710,98
100.0,13737,99
100.0,13760,100
100.0,13817,101
100.0,13819,102
100.0,13843,103
100.0,13864,104
100.0,13901,105
100.0,13928,106
100.0,13971,107
100.0,13994,108
100.0,14026,109
100.0,14097,110
100.0,14129,111
100.0,14158,112
100.0,14173,113
100.0,14220,114
100.0,14243,115
100.0,14284,116
100.0,14349,117
100.0,14382,118
100.0,14419,119
100.0,14454,120
100.0,14502,121
100.0,14512,122
100.0,14533,123
100.0,14578,124
100.0,14585,125
100.0,14630,126
100.0,14661,127
100.0,14676,128
100.0,14694,129
100.0,14714,130
100.0,14759,131
100.0,14798,132
100.0,14851,133
100.0,14892,134
100.0,14903,135
100.0,14930,136
100.0,14979,137
100.0,15016,138
100.0,15031,139
100.0,15051,140
100.0,15095,141
100.0,15120,142
100.0,15150,143
100.0,15186,144
100.0,15207,145
100.0,15236,146
-10.0,15537,147
100.0,15545,148
100.0,15579,149
100.0,15610,150
100.0,15617,151
100.0,15642,152
100.0,15687,153
100.0,15714,154
100.0,15767,155
100.0,15769,156
100.0,15771,157
100.0,15780,158
100.0,15823,159
100.0,15858,160
100.0,16119,161
100.0,16174,162
100.0,16199,163
100.0,16218,164
100.0,16261,165
100.0,16300,166
100.0,16325,167
100.0,16368,168
100.0,16399,169
100.0,16442,170
100.0,16471,171
100.0,16494,172
100.0,16511,173
100.0,16532,174
100.0,16534,175
100.0,16552,176
100.0,16568,177
100.0,16602,178
100.0,16631,179
100.0,16674,180
100.0,16705,181
100.0,16722,182
100.0,16745,183
100.0,16792,184
100.0,16822,185
100.0,16862,186
100.0,16909,187
100.0,16938,188
100.0,17017,189
100.0,17038,190
100.0,17055,191
100.0,17066,192
100.0,17085,193
100.0,17111,194
100.0,17139,195
100.0,17141,196
100.0,17156,197
100.0,17168,198
100.0,17195,199
100.0,17211,200
100.0,17263,201
100.0,17281,202
100.0,17331,203
100.0,17354,204
100.0,17376,205
100.0,17424,206
100.0,17465,207
100.0,17496,208
100.0,17545,209
100.0,17568,210
100.0,17580,211
100.0,17628,212
100.0,17651,213
100.0,17684,214
100.0,17715,215
100.0,17766,216
100.0,17793,217
100.0,17802,218
100.0,17828,219
100.0,17854,220
100.0,17858,221
100.0,17868,222
100.0,17905,223
100.0,17922,224
100.0,17977,225
100.0,18009,226
100.0,18029,227
100.0,18042,228
100.0,18063,229
100.0,18074,230
100.0,18085,231
100.0,18112,232
100.0,18162,233
100.0,18190,234
100.0,18215,235
100.0,18230,236
100.0,18277,237
100.0,18302,238
100.0,18310,239
