scores,steps,episode
-10.0,234,1
-10.0,454,2
100.0,456,3
100.0,458,4
-10.0,759,5
100.0,925,6
100.0,944,7
-10.0,1195,8
-10.0,1254,9
-10.0,1555,10
-10.0,1762,11
-10.0,2063,12
100.0,2130,13
-10.0,2431,14
-10.0,2668,15
-10.0,2729,16
-10.0,3030,17
-10.0,3331,18
100.0,3417,19
100.0,3591,20
100.0,3656,21
100.0,3693,22
100.0,3739,23
100.0,3827,24
100.0,3848,25
100.0,3977,26
100.0,4008,27
100.0,4059,28
100.0,4132,29
-10.0,4433,30
-10.0,4734,31
100.0,4736,32
100.0,4742,33
100.0,4757,34
100.0,4810,35
-10.0,4923,36
100.0,5118,37
-10.0,5378,38
100.0,5434,39
100.0,5479,40
100.0,5484,41
100.0,5503,42
100.0,5536,43
100.0,5561,44
100.0,5584,45
100.0,5639,46
100.0,5684,47
100.0,5719,48
100.0,5722,49
100.0,5745,50
100.0,5782,51
100.0,5847,52
100.0,5864,53
100.0,5907,54
100.0,5964,55
100.0,6017,56
100.0,6038,57
100.0,6083,58
100.0,6096,59
100.0,6101,60
100.0,6154,61
100.0,6211,62
100.0,6246,63
100.0,6301,64
100.0,6330,65
100.0,6407,66
100.0,6457,67
100.0,6503,68
100.0,6535,69
100.0,6563,70
100.0,6618,71
100.0,6656,72
100.0,6680,73
100.0,6708,74
100.0,6736,75
100.0,6781,76
100.0,6800,77
100.0,6845,78
100.0,6876,79
100.0,6878,80
100.0,6880,81
100.0,6929,82
100.0,6952,83
100.0,6982,84
100.0,6996,85
100.0,7053,86
100.0,7094,87
100.0,7131,88
100.0,7168,89
100.0,7178,90
100.0,7188,91
100.0,7270,92
100.0,7322,93
100.0,7369,94
100.0,7377,95
100.0,7395,96
100.0,7426,97
100.0,7435,98
100.0,7462,99
100.0,7493,100
100.0,7540,101
100.0,7542,102
100.0,7566,103
100.0,7584,104
100.0,7616,105
100.0,7641,106
100.0,7688,107
100.0,7715,108
100.0,7746,109
100.0,7777,110
100.0,7812,111
100.0,7843,112
100.0,7861,113
100.0,7919,114
100.0,7942,115
100.0,7983,116
100.0,8030,117
100.0,8067,118
100.0,8104,119
100.0,8125,120
100.0,8173,121
100.0,8185,122
100.0,8206,123
100.0,8251,124
100.0,8258,125
100.0,8289,126
100.0,8322,127
100.0,8337,128
100.0,8353,129
100.0,8375,130
100.0,8416,131
100.0,8459,132
100.0,8508,133
100.0,8542,134
100.0,8555,135
100.0,8581,136
100.0,8626,137
100.0,8657,138
100.0,8670,139
100.0,8689,140
100.0,8732,141
100.0,8759,142
100.0,8782,143
100.0,8811,144
100.0,8829,145
100.0,8863,146
100.0,8904,147
100.0,8912,148
100.0,8948,149
100.0,8977,150
100.0,8984,151
100.0,9009,152
100.0,9059,153
100.0,9087,154
100.0,9135,155
100.0,9137,156
100.0,9139,157
100.0,9147,158
100.0,9181,159
100.0,9222,160
100.0,9244,161
100.0,9287,162
100.0,9314,163
100.0,9599,164
100.0,9648,165
100.0,9687,166
100.0,9712,167
100.0,9752,168
100.0,9792,169
100.0,9843,170
100.0,9872,171
100.0,9905,172
100.0,9921,173
100.0,9943,174
100.0,9945,175
100.0,9963,176
100.0,9976,177
100.0,10013,178
100.0,10040,179
100.0,10087,180
100.0,10122,181
100.0,10139,182
100.0,10160,183
100.0,10205,184
100.0,10236,185
100.0,10275,186
100.0,10328,187
100.0,10360,188
100.0,10410,189
100.0,10431,190
100.0,10449,191
100.0,10468,192
100.0,10486,193
100.0,10513,194
100.0,10538,195
100.0,10540,196
100.0,10554,197
100.0,10568,198
100.0,10589,199
100.0,10607,200
100.0,10650,201
100.0,10665,202
